room	dayid	speaker	utterance
room_13	5	[SPK--TEXTCHAT09]	今は夜の１時から始めてるのでそれは厳しそうですよね笑
room_13	5	[SPK--TEXTCHAT10]	そうですね(笑)タフな方ならあるいは・・。
room_13	5	[SPK--TEXTCHAT09]	新卒にそのタフさはなさそうですね笑
room_13	5	[SPK--TEXTCHAT10]	もしかしたら、慣れるまでは我慢かもしれませんね・・。
room_13	5	[SPK--TEXTCHAT09]	そしたら二、三年は…泣
room_13	5	[SPK--TEXTCHAT10]	そ、そんなになりますかね・・？
room_13	5	[SPK--TEXTCHAT10]	働き方にもよりますよねー。
room_13	5	[SPK--TEXTCHAT09]	いわゆるブラック企業だったらきびしいですけど、普通の企業なら大丈夫なんですかね？
room_13	5	[SPK--TEXTCHAT10]	なかなか難しい話ですねー。
room_13	5	[SPK--TEXTCHAT10]	ブラックじゃなくても沢山働く方もいらっしゃいますもんね。
room_13	5	[SPK--TEXTCHAT10]	ワークライフバランスがしっかりとれるといいですよねー。
room_13	5	[SPK--TEXTCHAT09]	"いまは私生活大事ですよね
自分もホワイトで働きたいです笑"
room_13	6	[SPK--TEXTCHAT10]	本当そうですよね。
room_13	6	[SPK--TEXTCHAT10]	今回の件で、これ以降働き方が変わったりするんでしょうか・・。
room_13	6	[SPK--TEXTCHAT09]	テレワーク多くなったら通勤時間がなくなってありがたくはありますねえ
room_13	6	[SPK--TEXTCHAT10]	そうですねー。
room_13	6	[SPK--TEXTCHAT09]	電車乗ってる時間が一番無駄だと思ってるので笑
room_13	6	[SPK--TEXTCHAT10]	確かにそうかもしれませんね(笑)
room_13	6	[SPK--TEXTCHAT10]	特に満員電車だと何もできないですよね。
room_13	6	[SPK--TEXTCHAT09]	満員電車……思い出すだけで震えてきます
room_13	6	[SPK--TEXTCHAT10]	嫌ですよねー。皆嫌いな物ですよね。
room_13	6	[SPK--TEXTCHAT09]	痴漢に間違われたりしたら人生終わっちゃいますしね笑
room_13	6	[SPK--TEXTCHAT10]	それも怖いですよね・・。
room_13	6	[SPK--TEXTCHAT09]	車通勤とか自転車通勤が一番なんですかねえ
room_13	7	[SPK--TEXTCHAT10]	どうなんでしょう。
room_13	7	[SPK--TEXTCHAT10]	私は経験がないですが・・、密にはなりませんよね。
room_13	7	[SPK--TEXTCHAT10]	でも渋滞とか眠い時とかあるかもと考えるとできる人とそうでない人に分かれそうですね(笑)
room_13	7	[SPK--TEXTCHAT10]	[SPK--TEXTCHAT09]さんはいかがですか？
room_13	7	[SPK--TEXTCHAT09]	"普通は電車になりそうですよねえ
普段は外出るときは自転車なので、、、、眠い時は事故らないか不安ですね笑
あとは雨の日とかはなかなかきついですよね"
room_13	7	[SPK--TEXTCHAT10]	雨で自転車は嫌ですねー。使い分けられるといいですが・・。
room_13	7	[SPK--TEXTCHAT09]	やっぱり最強は徒歩ですかね？笑
room_13	7	[SPK--TEXTCHAT10]	そうかもしれませんね(笑)
room_13	7	[SPK--TEXTCHAT10]	徒歩圏内に職場があるといいですよね。
room_13	7	[SPK--TEXTCHAT09]	まあなかなか難しいと思いますけどね笑
room_13	7	[SPK--TEXTCHAT10]	そうですよねー(笑)
room_13	7	[SPK--TEXTCHAT10]	あと、私の場合生活圏内に職場があると何かと気を使ってしまう気もします・・。
room_13	7	[SPK--TEXTCHAT09]	それはありますね！休日出勤で呼び出されたり・・・イメージですが笑
room_13	7	[SPK--TEXTCHAT10]	一長一短ですねー(笑)
room_13	7	[SPK--TEXTCHAT09]	バイトぐらいしかやったことないんで全く想像できないです笑
room_13	8	[SPK--TEXTCHAT10]	どんなアルバイトされてたんですか？
room_13	8	[SPK--TEXTCHAT09]	スポーツショップの店員と家電量販店で商品の仕分けしてました！
room_13	8	[SPK--TEXTCHAT10]	おお！スポーツショップの店員さんですか、
room_13	8	[SPK--TEXTCHAT10]	スポーツショップも家電量販店も雰囲気が好きです。
room_13	8	[SPK--TEXTCHAT10]	何かスポーツされてたんですか？
room_13	8	[SPK--TEXTCHAT09]	"テニスとか水泳はやってました！
雰囲気はいいんですけど、接客がきつくてやめちゃったんですよね"
room_13	8	[SPK--TEXTCHAT10]	なるほど、確かに大変そうというイメージもあります・・。
room_13	8	[SPK--TEXTCHAT09]	[SPK--TEXTCHAT10]さんは接客とか得意ですか？
room_13	8	[SPK--TEXTCHAT10]	なんて言うんでしょう・・。接客することはできるんですが、トラブルとかあるとストレスに耐えられないタイプですね・・。
room_13	8	[SPK--TEXTCHAT09]	なるほど、、、接客にトラブルはつきものなんできびしいかもしれませんね笑
room_13	9	[SPK--TEXTCHAT10]	そうですねー(笑)
room_13	9	[SPK--TEXTCHAT09]	いままでどんなバイトしてましたー？
room_13	9	[SPK--TEXTCHAT10]	そうですね・・。
room_13	9	[SPK--TEXTCHAT10]	情報入力的な・・。バイトをしていました。
room_13	9	[SPK--TEXTCHAT09]	"座ってやれるんだったら最高ですね
目は疲れそうですけど。"
room_13	9	[SPK--TEXTCHAT10]	そうですね、メガネのおかげか意外と目は疲れなくて結構自分には合っている感じがして良かったです。
room_13	9	[SPK--TEXTCHAT10]	あとはウーバーイーツの配達とかもですね。
room_13	9	[SPK--TEXTCHAT09]	ブルーライトカットのメガネとかですか？？
room_13	9	[SPK--TEXTCHAT09]	ウーバーイーツ気になります！稼げました？？
room_13	9	[SPK--TEXTCHAT10]	そうですね、ブルーライトカットを強めにしてもらったやつで・・。
room_13	9	[SPK--TEXTCHAT10]	ウーバーイーツは注文が入るときはいいんですが、なかなか安定しないんですよねー。
room_13	9	[SPK--TEXTCHAT09]	"自分もメガネなんですけどそれいれてないんでPCきついんですよね笑
なるほど、、、やろうと思ってので参考になります"
room_13	9	[SPK--TEXTCHAT10]	はい、おススメです！
room_13	9	[SPK--TEXTCHAT10]	ちなみに私はJINSでやってもらいました。40パーセント・・とかってやつです。
room_13	9	[SPK--TEXTCHAT09]	"ほうほう。
見え方変わったりしません？？"
room_13	9	[SPK--TEXTCHAT10]	そうですね、正直色は結構かわる感じがあります。
room_13	9	[SPK--TEXTCHAT10]	ただ、見づらくなるという気はしないですが。
room_13	9	[SPK--TEXTCHAT10]	薄いサングラスみたいです。色関係の業務ではかけられなさそうですね・・。
room_13	10	[SPK--TEXTCHAT09]	あるんですね！最近眼精疲労がひどいので検討してみます
room_13	10	[SPK--TEXTCHAT10]	眼精疲労辛いですよね・・。
room_13	10	[SPK--TEXTCHAT10]	ぜひ試してみてください！
room_13	10	[SPK--TEXTCHAT09]	"いい情報ありがとうございます！
ちなみにいくらぐらいでした？"
room_13	10	[SPK--TEXTCHAT10]	確か15000円程だったと思います！
room_13	10	[SPK--TEXTCHAT10]	でもフレームとかでもっと安くすることもできるみたいです。
room_13	10	[SPK--TEXTCHAT09]	"結構いいですね！
もちろん度付きですよね？？"
room_13	10	[SPK--TEXTCHAT10]	はい、私は度付きでお願いしました。
room_13	10	[SPK--TEXTCHAT10]	強い乱視だったのでレンズが厚く、フレームの選択肢が限られてしまったのですが、
room_13	10	[SPK--TEXTCHAT10]	そういうことがなければフレームの種類もいろいろあってよかったです。
room_13	10	[SPK--TEXTCHAT09]	"ほうほう。
かなり近眼なんでレンズ厚くなっちゃうんでフレームすくなくなりそうです、、"
room_13	11	[SPK--TEXTCHAT10]	そ、そうでしたか・・、同じですね(笑)
room_13	11	[SPK--TEXTCHAT10]	ただ私の時は店員さんが親切にフレームを選ぶのを手伝ってくれたので、
room_13	11	[SPK--TEXTCHAT10]	第一希望に近いフレームを選ぶことができました。
room_13	11	[SPK--TEXTCHAT10]	なのでとりあえず相談されてみると良いかもしれません・・。
room_13	11	[SPK--TEXTCHAT09]	"ですねえ。次回メガネが壊れたらそうします笑
レーシックとかも考えてるんですけどね"
room_13	11	[SPK--TEXTCHAT10]	わかります。魅力的ですよねぇ、レーシック。
room_13	11	[SPK--TEXTCHAT10]	眼内コンタクトレンズというのもあると聞きますし、何が良いか迷いますね・・。
room_13	11	[SPK--TEXTCHAT09]	"ICLでしたっけ？
メガネをつけ外しする手間がなくなるのはすごいですよね"
room_13	11	[SPK--TEXTCHAT10]	ええ、そうですよねー。
room_13	11	[SPK--TEXTCHAT09]	でもまた視力悪くなる可能性があるらしいですよ、、
room_13	11	[SPK--TEXTCHAT10]	そうなんですか！
room_13	11	[SPK--TEXTCHAT09]	怖いですよねえ
room_13	12	[SPK--TEXTCHAT10]	そうですね・・、レーシックと同じでリスクがあるんですねー。
room_13	12	[SPK--TEXTCHAT09]	あとは目の手術ってシンプルに怖くないですか？笑
room_13	12	[SPK--TEXTCHAT10]	怖いですね(笑)
room_13	12	[SPK--TEXTCHAT09]	コンタクトも最初は怖かったですもん
room_13	12	[SPK--TEXTCHAT10]	わかります！
room_13	12	[SPK--TEXTCHAT10]	私は結局メガネに戻ってしまいました・・。
room_13	12	[SPK--TEXTCHAT09]	"やっぱそうなりますよね笑
メガネはほんと楽ですよねえ"
room_13	12	[SPK--TEXTCHAT10]	そうですねー(笑)
room_13	12	[SPK--TEXTCHAT09]	コンタクトとかつけます？？？
room_13	12	[SPK--TEXTCHAT10]	ええ、持ってはいるんですがめったにつけなくなってしまいました。。
room_13	12	[SPK--TEXTCHAT09]	そうなりますよね笑
room_13	13	[SPK--TEXTCHAT10]	ですよね！
room_13	13	[SPK--TEXTCHAT10]	ただでさえあまりつけなかったのですが、
room_13	13	[SPK--TEXTCHAT10]	更に人と会わなくなってしまったので・・
room_13	13	[SPK--TEXTCHAT09]	"時期が時期ですからねえ
そういえば緊急事態宣言伸びるんでしょうかね"
room_13	13	[SPK--TEXTCHAT10]	どうなんでしょうね・・。
room_13	13	[SPK--TEXTCHAT09]	1ヶ月伸ばすなんて話はありますがそろそろきつくなってきました笑
room_13	13	[SPK--TEXTCHAT10]	そうですよねー・・。
room_13	13	[SPK--TEXTCHAT09]	まあ文句言ってても仕方ないんですがね
room_13	13	[SPK--TEXTCHAT10]	そうですね・・。
room_13	13	[SPK--TEXTCHAT09]	ですねえ、、、
room_13	14	[SPK--TEXTCHAT09]	そういえばワクチンいつになるんですかねえ
room_13	14	[SPK--TEXTCHAT10]	おお、どうなんですかねー。
room_13	14	[SPK--TEXTCHAT10]	優先される方は来月にも打てるんでしょうかね。
room_13	14	[SPK--TEXTCHAT10]	我々は一番最後の方になりそうですよねー。
room_13	14	[SPK--TEXTCHAT09]	やはり一般庶民は最後になるんですかね笑
room_13	14	[SPK--TEXTCHAT10]	ですかねー、でも副反応とかも怖いですし何とも言えませんよねー。
room_13	14	[SPK--TEXTCHAT09]	"副作用は確かに怖いですね
先に海外で打つみたいなんでそれでどうなるかって感じですよね"
room_13	14	[SPK--TEXTCHAT10]	ですね！
room_13	14	[SPK--TEXTCHAT09]	[SPK--TEXTCHAT10]さんはワクチン打ちたいですか？
room_13	14	[SPK--TEXTCHAT10]	まあ、そうですね、打たないといけないとは思います・・(笑)
room_13	15	[SPK--TEXTCHAT09]	"結局周りに影響しますもんねえ
自分だけ打たないっていうのはできない風潮ありますよね"
room_13	15	[SPK--TEXTCHAT10]	そうですねー。
room_13	15	[SPK--TEXTCHAT10]	私は両親と同居しているのですが、
room_13	15	[SPK--TEXTCHAT10]	それなりに高齢なので心配もあります。
room_13	15	[SPK--TEXTCHAT09]	"それは心配ですね
私の両親も55ぐらいなので危ないですね"
room_13	15	[SPK--TEXTCHAT10]	そうですよねー。
room_13	15	[SPK--TEXTCHAT10]	やっぱりワクチンは早い方がいいですね。
room_13	15	[SPK--TEXTCHAT09]	年度内に打てるようになったら激アツですね
room_13	15	[SPK--TEXTCHAT09]	早く輸入してほしいですねワクチン
room_13	16	[SPK--TEXTCHAT10]	そうですねえ・・。
room_13	16	[SPK--TEXTCHAT10]	DBDの動画なんですが、最近もご覧になっていますか？
room_13	16	[SPK--TEXTCHAT10]	実は今日遅れながら、新キラーのツインズを買いまして・・。
room_13	16	[SPK--TEXTCHAT09]	"ツインズ面白いですよね！弟の心音ゼロなんでホラゲー感ありますね
使いました？？"
room_13	16	[SPK--TEXTCHAT10]	はい！育っていないのでちょっとだけですが・・。
room_13	16	[SPK--TEXTCHAT09]	使用感どんな感じです？？
room_13	16	[SPK--TEXTCHAT10]	やっぱり弟は当てるの上手ければ強そうです！
room_13	16	[SPK--TEXTCHAT10]	徒歩キラーですが、弟の足が速いのと、姉を置いておけるのとで機動力もある感じでよさげですね！
room_13	16	[SPK--TEXTCHAT10]	あとは弱体化されなければいいんですが・・(笑)
room_13	16	[SPK--TEXTCHAT09]	"素晴らしいですね！意外と跳躍力もあるみたいですし
キラーは弱体化される運命にあるの笑笑"
room_13	16	[SPK--TEXTCHAT09]	レポート終わったんでdbd復活かもしれないです笑
room_13	17	[SPK--TEXTCHAT10]	おお！お疲れ様です！
room_13	17	[SPK--TEXTCHAT09]	動画消す作業が楽しいです笑笑
room_13	17	[SPK--TEXTCHAT10]	動画を消す・・、ですか？
room_13	17	[SPK--TEXTCHAT09]	PCを圧迫している授業の動画です
room_13	17	[SPK--TEXTCHAT10]	なるほどー！そういうことですか！
room_13	17	[SPK--TEXTCHAT09]	dbdけっこう重いんで容量あけないといけないんです笑
room_13	17	[SPK--TEXTCHAT10]	動画も容量ありますよねー。
room_13	17	[SPK--TEXTCHAT09]	windowsのキャプチャが謎に高画質で重いんですよね
room_13	17	[SPK--TEXTCHAT10]	ほー、そうなんですね。
room_13	17	[SPK--TEXTCHAT09]	10分で2gとかです
room_13	18	[SPK--TEXTCHAT10]	おー。
room_13	18	[SPK--TEXTCHAT10]	重いですねー。
room_13	18	[SPK--TEXTCHAT09]	それを１４回分ぐらい保存してたんでやばかったたです笑
room_13	18	[SPK--TEXTCHAT10]	外付けのハードディスクとか欲しいですね・・。
room_13	18	[SPK--TEXTCHAT09]	1TBのハードディスク買えばよかったです笑
room_13	18	[SPK--TEXTCHAT10]	そうかもですね(笑)
room_13	18	[SPK--TEXTCHAT09]	dbdインストールできました！笑
room_13	19	[SPK--TEXTCHAT10]	おめでとうございます！
room_13	19	[SPK--TEXTCHAT10]	プレイされましたか？
room_13	19	[SPK--TEXTCHAT09]	まだプレイしてないですけど楽しみです！
room_13	19	[SPK--TEXTCHAT10]	そうなんですね！
room_13	19	[SPK--TEXTCHAT10]	ツインズとかは実装されてからやられてない感じですかね？
room_13	19	[SPK--TEXTCHAT09]	ツインズの前の閉じ込めるやつが出たら最後ですね笑
room_13	19	[SPK--TEXTCHAT10]	エクスキューショナーですか？
room_13	19	[SPK--TEXTCHAT09]	そうです！それを見たのが最後ですね
room_13	19	[SPK--TEXTCHAT10]	そうなんですね！では2キラー追加されているのでそれもお楽しみですね！
room_13	20	[SPK--TEXTCHAT09]	新キラー当たるとどう逃げればわからないので動画で勉強します笑
room_13	20	[SPK--TEXTCHAT10]	いいですね！
room_13	20	[SPK--TEXTCHAT10]	結構動画で見てると違いますよね。
room_13	20	[SPK--TEXTCHAT10]	予習できるというか・・。
room_13	20	[SPK--TEXTCHAT09]	"予習は大事ですね
あとはそのキラーからサバイバーがどう見えるのかも逃げる時大事ですよね"
room_13	20	[SPK--TEXTCHAT09]	ちなみにfps20しかでないんですうちのPC笑
room_13	20	[SPK--TEXTCHAT10]	おお、そうなんですね・・。
room_13	20	[SPK--TEXTCHAT10]	スイッチ版もそれくらいですかね、やっぱりやりづらいですか？
room_13	20	[SPK--TEXTCHAT09]	"最低画質最低設定で20なんで、見てから動くのはできないですね笑笑
全てが読み合いになります"
room_13	20	[SPK--TEXTCHAT10]	そうなんですね(笑)読みあいが鍛えられそうですね・・。
room_13	20	[SPK--TEXTCHAT10]	スキルチェックとかは大丈夫なんですか？
room_13	20	[SPK--TEXTCHAT09]	スキルチェックは早押しですね笑
room_13	21	[SPK--TEXTCHAT10]	こんばんはー。
room_13	21	[SPK--TEXTCHAT09]	こんばんはー！
room_13	21	[SPK--TEXTCHAT10]	予習は順調ですか？
room_13	21	[SPK--TEXTCHAT09]	"いい感じです！
ただランク下がりすぎてびびりました笑"
room_13	21	[SPK--TEXTCHAT10]	やっていないと自動で下げられちゃいますよねー。
room_13	21	[SPK--TEXTCHAT09]	このシステムつらいです笑
room_13	21	[SPK--TEXTCHAT10]	ですよねー。
room_13	21	[SPK--TEXTCHAT10]	でもなんか今度は毎月ランク２０にリセットされる予定らしいですね。
room_13	21	[SPK--TEXTCHAT09]	"な、なんだってーーー！！！！！
クソアプデじゃないですか"
room_42	1	[SPK--TEXTCHAT27]	"こんにちは！[SPK--TEXTCHAT27]と申します。
これから長期間にわたりますが、どうぞよろしくお願いします！"
room_42	1	[SPK--TEXTCHAT28]	"はじめまして！[SPK--TEXTCHAT28]です。
こちらこそ長期になりますが、
気軽によろしくお願いします！"
room_42	1	[SPK--TEXTCHAT28]	いま晩御飯を食べて、ゆっくりしているところです。何かオススメのリラックス方法とかありますか？
room_42	1	[SPK--TEXTCHAT27]	お疲れ様です！私は最近骨盤マッサージ機買ってリラックスしてます（笑）テレワークなので、運動不足になります。。
room_42	2	[SPK--TEXTCHAT27]	1万くらいだったような、、正直効果はよくわからないですが（苦笑）テレワークですか？
room_42	2	[SPK--TEXTCHAT28]	在宅と出勤と半々ですが、去年から肩凝りと腰痛が…笑　もう長くテレワークなさってるんですかー？
room_42	2	[SPK--TEXTCHAT28]	転職していきなりテレワークは辛いですね…！直接会ったことのない人ばかりですしね…。電車の疲れとは違う疲れ方しますよね…！
room_42	2	[SPK--TEXTCHAT27]	人間関係が掴みにくいですね?でも家で過ごす時間増えたので、楽です！おかげで最近セルフネイルにはまってます（笑）
room_42	2	[SPK--TEXTCHAT28]	"たしかにそうですよね?、新しい人間関係も広がりにくいですしね、、
ほんと、お家時間が増えるのはありがたいです。ネイルは気分転換になりますねー！いま頭皮マッサージャー買おうかなって思ってます。"
room_42	2	[SPK--TEXTCHAT27]	マッサージハマりますよね（笑）私もこの前奮発して、ヤーマンのリフトアップ買っちゃいました…！！頭皮のも気になるので良いのあったら是非教えてください?！
room_42	2	[SPK--TEXTCHAT28]	"あの話題のやつ！ですね！リフトアップのってどんな感じですか？振動系？
たしかヤーマンの頭皮のもありますよね！"
room_42	3	[SPK--TEXTCHAT27]	"<URL LINK>
このメディリフトプラスです！高くてすんごい迷ったんですが、ずっと気になってたので買っちゃいました！！"
room_42	3	[SPK--TEXTCHAT27]	遅くに失礼しました。。
room_42	3	[SPK--TEXTCHAT28]	"リンクありがとうございます！
一回10分なんですね！たぶん気付いたら噛み締めてて、少しでもエラ張り取りたいので、検討します！"
room_42	3	[SPK--TEXTCHAT27]	つけてる姿なかなかインパクトあるけど楽しみです（笑）
room_42	3	[SPK--TEXTCHAT28]	"めちゃ本格的なマスクですよね笑
なのに口元が出てるという笑
何より手ぶらだから、つけながら動画見たり他のことできるのいいですね！"
room_42	3	[SPK--TEXTCHAT27]	ながらで出来るの良いですよね?これつけながら仕事するのを日課にすればサボらないかなと思いまして（笑）これでエラ削ります！！
room_42	3	[SPK--TEXTCHAT28]	"仕事しながらは一石二鳥ですね笑　せっかくならなるべく習慣にしたいですもんねー。いつもスキンケアってどうされてますか？？
"
room_42	3	[SPK--TEXTCHAT27]	わたし面倒くさがりなので、朝は朝用シートマスクと乳液です。。スキンケア迷いますよね！最近乾燥すごいしマスクで荒れるし、、
room_42	3	[SPK--TEXTCHAT28]	わたしも朝用シートマスクつかってます。サボリーノ笑　ほんと乾燥が…在宅のときは日焼け止めだけにして肌の負担を少しでも減らしてます
room_42	3	[SPK--TEXTCHAT27]	わたしもサボリーノです（笑）楽ですよね?最近とうとうウェブ会議のときも化粧しなくなりました（笑）
room_42	3	[SPK--TEXTCHAT28]	"わかります笑
上だけ着替えて下はパジャマです笑
化粧しないほうが肌のためです！笑"
room_42	3	[SPK--TEXTCHAT27]	ほんとに外でないので全くコスメが減らないです（笑）お休みの日は何してますか？
room_42	4	[SPK--TEXTCHAT28]	インドア派なので家で動画見たり、マンガ読んだり、好きなもの食べて甘やかしてます笑　何して過ごしてますかー？
room_42	4	[SPK--TEXTCHAT27]	私もめちゃめちゃ漫画読みます！とりあえず流行りの鬼滅と約ネバは全部読みました（笑）
room_42	4	[SPK--TEXTCHAT28]	約ネバは途中まで読んでます！おもしろいですよね！わたしは流行りものだと進撃の巨人にハマってますー。
room_42	4	[SPK--TEXTCHAT27]	進撃も読んでますよ！次で最終巻らしいですね?人気作がどんどん完結していきますね。。
room_42	4	[SPK--TEXTCHAT28]	次巻で終わっちゃうんですよね?！結末は気になりますが、たのしみは減りますね。。進撃で好きなキャラはいますかー？
room_42	4	[SPK--TEXTCHAT27]	王道で兵長ですかね！イケメンボイスすぎて（笑）
room_42	4	[SPK--TEXTCHAT28]	リヴァイ兵長は反則級にカッコよすぎですね！強いし、実は優しいところとか！
room_42	4	[SPK--TEXTCHAT27]	わかります、あのキャラ最高ですよね！アニメが最高にかっこいいです…！
room_42	4	[SPK--TEXTCHAT28]	"掃除好きなところのギャップもズルいです！
全体的にアニメの作画も声優さんもめちゃいいですよね！"
room_42	4	[SPK--TEXTCHAT27]	今のシーズンのはまだ見てないので、完結したらまとめて見る予定です！あとはワンピースとかも追いかけてます。
room_42	4	[SPK--TEXTCHAT28]	"まとめて見たい気持ち分かりますー。
ワンピースこそ長いですもんね！途中で止まってて、時間できたら追いつこうかなって感じです。"
room_42	5	[SPK--TEXTCHAT27]	お返事遅くなってしまい、すみません！
room_42	5	[SPK--TEXTCHAT27]	ワンピース長くて途中で止まるのわかります（笑）わたしも暫く空島でとまってました?いまめちゃめちゃ面白いですよ！！
room_42	5	[SPK--TEXTCHAT28]	"いえいえ！金曜おつかれさまでした！
空島すこし長いですよねー笑
まじすか！いまドフラミンゴのとこで止まってます。"
room_42	6	[SPK--TEXTCHAT27]	そこも長いですよね！！（笑）わたしはロー好きなので、ドレスローザ好きでした（笑）
room_42	6	[SPK--TEXTCHAT28]	"ローかっこいいですよね…！
わたしはサンジが好きです！これからサンジの過去編があるみたいで楽しみにしてます

"
room_42	6	[SPK--TEXTCHAT28]	何かオススメの漫画とかありますかー？
room_42	6	[SPK--TEXTCHAT27]	兵長と同じ声優さんですよね！わたしもいま漫画発掘中でして、最近ダンスダンスダンスールはまってます！
room_42	6	[SPK--TEXTCHAT28]	"同じ声優さんだったんですね！どうりでイケボ…笑
ああ！バレエのやつですね！気になってました。電子書籍で読んでみます！"
room_42	6	[SPK--TEXTCHAT27]	バレエまったくわからないですが面白いです！最近はもっぱら電子書籍なのですぐポチットしてしまいます…笑
room_42	6	[SPK--TEXTCHAT28]	"お試しとか読んで続き気になって、
ポチちゃいますよねー笑"
room_42	6	[SPK--TEXTCHAT27]	そうなんです、、ラインまんがとかすぐ購入しちゃいます（笑）何かおすすめありますか？？
room_42	6	[SPK--TEXTCHAT28]	ブルージャイアントってJAZZの漫画は面白いろいです。あといまアマプラで呪術廻戦みてます！
room_42	6	[SPK--TEXTCHAT27]	ブルージャイアント知ってます！サックスのやつですよね？アマプラ私も入ってるので呪術廻戦みてみます。前から気になってました（笑）
room_42	6	[SPK--TEXTCHAT28]	"そうです！兄が読んでて。
呪術けっこう話題ですよね。まだ見始めたところで８話目くらいです。"
room_42	7	[SPK--TEXTCHAT28]	こんにちは！ダンスダンスダンスールの３巻まで読みました！主人公と流鶯くんのライバル関係いいですねっ！
room_42	7	[SPK--TEXTCHAT27]	駅ナカ広告に大きくでてました！そういえばワートリもアニメ2期やってるんですね！
room_42	7	[SPK--TEXTCHAT28]	いまアマプラで約ネバの2期みてます！！
room_42	7	[SPK--TEXTCHAT27]	約ネバも2期やってたんですね！見なきゃ！！
room_42	7	[SPK--TEXTCHAT28]	いま2期フジの木曜深夜で放映してるらしく！
room_42	7	[SPK--TEXTCHAT27]	アマプラ優秀ですね！すぐ配信してくれて助かります。
room_42	7	[SPK--TEXTCHAT28]	"ですね！進撃のファイナルも！
アニメ以外でアマプラ何か観てますかー？"
room_42	7	[SPK--TEXTCHAT27]	たまに映画みますよ?一時期トム・クルーズはまってて見まくってました（笑）
room_42	7	[SPK--TEXTCHAT28]	"トムクルーズ渋かっこいいですねー！何がオススメですかー？ミッションインポッシブル、宇宙戦争あたり観たことあります！
ハリウッド俳優だと、キアヌ・リーブス好きです！"
room_42	7	[SPK--TEXTCHAT27]	ミッション・インポッシブル全部見ました！（笑）宇宙戦争も見ましたよ?
room_42	7	[SPK--TEXTCHAT27]	キアヌ・リーブスだとやっぱりマトリックスかな？最近また映画でましたよね！
room_42	7	[SPK--TEXTCHAT28]	"ミッションインポッシブル全部は完全にファンですね！笑
なんかマトリックスの続編？らしいですよね！"
room_42	8	[SPK--TEXTCHAT27]	あとコメディ映画の続編やりますよね！なんだっけかな、タイトル……
room_42	8	[SPK--TEXTCHAT28]	"<URL LINK>
これですかね？いま公開中ですね！"
room_42	8	[SPK--TEXTCHAT27]	あ、それです！前にテレビで紹介されててオススメされてました！
room_42	8	[SPK--TEXTCHAT28]	バックトゥーザ・フューチャーみたいで面白そうですね！
room_42	8	[SPK--TEXTCHAT28]	しばらく映画館で観てないので、たまには映画館でポップコーン片手に見たいです！
room_42	8	[SPK--TEXTCHAT27]	去年の年末前に映画館行ったら、前後左右は座席が空いてて快適でした！（笑）
room_42	8	[SPK--TEXTCHAT28]	あ！それいいですね！プレミアムシートみたいな笑笑
room_42	8	[SPK--TEXTCHAT27]	足ぶつかっても気にしなくていいし、荷物も置けます（笑）
room_42	8	[SPK--TEXTCHAT28]	"たしかに！笑
冬だとコートとか困りますもんね！"
room_42	8	[SPK--TEXTCHAT27]	そうなんです！この前ちょっと遅れちゃったんですが、端の方だったので、隣とか気にせず気兼ねなくチュロス食べました。笑
room_42	9	[SPK--TEXTCHAT28]	のびのびと！映画の内容にも集中できそうです！
room_42	9	[SPK--TEXTCHAT28]	おつかれさまです。今日は在宅でオンライン会議に疲れたので、スーパーのお弁当にします！
room_42	9	[SPK--TEXTCHAT27]	"お疲れ様です?オンライン会議、地味に疲れますよね…
我が家は蕎麦ですー。"
room_42	9	[SPK--TEXTCHAT27]	もう夕飯おわりました（笑）
room_42	9	[SPK--TEXTCHAT28]	"疲れたので、アイス買いました。
蕎麦いいですねー。
今夜はマツコの知らない世界が楽しみです！"
room_42	9	[SPK--TEXTCHAT27]	昨日、夜ふかし見てました。マツコめちゃめちゃ面白いですよね（笑）
room_42	9	[SPK--TEXTCHAT28]	"ああ夜ふかし見逃しました。。
あと、かりそめ天国も好きです！
"
room_42	9	[SPK--TEXTCHAT27]	最近dTVも登録しちゃって、ちはやふるめっちゃ見てます（笑）呪術も見なきゃですね！！
room_42	9	[SPK--TEXTCHAT27]	見るものいっぱい…
room_42	9	[SPK--TEXTCHAT28]	"サブスク増えますよね笑
天国と地獄の第一話みたくてparavi登録しました笑
"
room_42	9	[SPK--TEXTCHAT28]	ちはやふる気になってます！
room_42	9	[SPK--TEXTCHAT27]	パラビも登録してて、半沢直樹めちゃハマってました（笑）
room_42	9	[SPK--TEXTCHAT27]	ちはやふるはほんとオススメです！
room_42	9	[SPK--TEXTCHAT28]	"パラビで東京グール見る予定です笑
半沢も追いたいですね！
dTVの31日間無料ってけっこういいですね。"
room_42	9	[SPK--TEXTCHAT27]	そうなんですよ！有料になる前に解約せねばと思ってます。
room_42	9	[SPK--TEXTCHAT27]	東京グール、この前やっと全部読みました。最後難しいですね（笑）
room_42	9	[SPK--TEXTCHAT28]	"解約のページって隠されてますよね笑
まじすか！電子書籍ですか？東京グール長いのでパラビの二週間トライアルで観切のは難しそうです。"
room_42	10	[SPK--TEXTCHAT27]	電子書籍です！東京グールのアニメって原作とちょっと違うらしく、どこから見ていいかイマイチわからないんですよね…
room_42	10	[SPK--TEXTCHAT28]	なるほど！どっちかで一気に通したほうがよさそうですねー。
room_42	10	[SPK--TEXTCHAT28]	電子書籍はどこに登録してますか？
