pair_id	sid	tid	speaker	utt	sum	interval_sum_label	interval_last_label
PP2118	2	2	PP2118-B	それは大変でしたね。どこに向かっていたんですか？		2日後	2日後
PP2118	2	3	PP2118-A	東京の新宿です。駅の構内で出口が分からずに迷子になってしまいました。	私は東京の新宿駅に行きました。	2日後	2日後
PP2118	2	4	PP2118-B	大きい駅だから、迷子になるのもうなずけますね。私は田舎住まいなので、怖くて一人でいけません。お住まいは新宿の近くなんですか？	私は田舎に住んでいます。	2日後	2日後
PP2118	2	5	PP2118-A	新宿から電車で30分くらいの所です。いつも同じルートで帰らないと、必ずといっていいほど方向音痴に陥ります。		2日後	2日後
PP2118	2	6	PP2118-B	私の住まいは電車が通ってない車社会なので、ちょっと羨ましいです。車は運転されないんですか？	私は電車が通ってない地域に住んでいます。	2日後	2日後
PP2118	2	7	PP2118-A	東京は怖いので、車は運転できないです。あなたの住んでいる町は車がないと生きていけないくらいの田舎ですか？	私は車の運転はしていません。	2日後	2日後
PP2118	2	8	PP2118-B	そうなんです。東京住まいのあなたが来たら、ビックリしますよ。でもいいところなので、いつか遊びに来てください。		2日後	2日後
PP2118	2	9	PP2118-A	地元の埼玉はわりと田舎なんですが、それでもビックリしますかね。ぜひ天気がいい日に遊びにいきたいです！	私の地元は埼玉です。	2日後	2日後
PP2118	2	10	PP2118-B	そうしたら、夏以外に来るといいですよ。夏は発雷確率が高いので。自慢のガーデニングの庭でバーベキューしましょう！	私は自慢のお庭を持っています。	2日後	2日後
PP2118	2	11	PP2118-A	雷の日は絶対に避けたいです。バーベキューいいですね！楽しみです！		2日後	2日後
PP2118	2	12	PP2118-B	美味しいものたくさん用意しておきますね。		2日後	2日後
PP2118	3	1	PP2118-A	この間バーベキューのお話をしたから、BBQグッズを見てきたんですよ。	私はBBQグッズを見に行きました。	2日後_6日後	6日後
PP2118	3	2	PP2118-B	よさそうなの、見つかりました？		2日後_6日後	6日後
PP2118	3	3	PP2118-A	見つかったんですよ。思い切って買っちゃいました。それなのにですよ、お店からの帰り道また道に迷っちゃったんです。	私はBBQグッズを買いました。私はお店の帰り道で迷いました。	2日後_6日後	6日後
PP2118	3	4	PP2118-B	あらま。スマホのナビは使わなかったんですか？		2日後_6日後	6日後
PP2118	3	5	PP2118-A	それが、運悪く途中でスマホの電池が切れちゃって。東京ってもう迷路みたいですね。	私はスマホの電池が切れて、ナビが使えませんでした。	2日後_6日後	6日後
PP2118	3	6	PP2118-B	東京ってそんなんですね。私のところは電車もない田舎だから、迷路とか想像がつかないけれど。	私の所は電車もない田舎です。	2日後_6日後	6日後
PP2118	3	7	PP2118-A	そういえば、ご自宅でガーデニングしてらっしゃるんですよね？今の季節は何が見ごろなんですか？		2日後_6日後	6日後
PP2118	3	8	PP2118-B	花よりも紅葉が綺麗ですよ。小さな紅葉を植えているので、バーベキューしながら紅葉がりができるんです。	私の家は庭の紅葉が綺麗で、BBQしながら紅葉狩りができます。	2日後_6日後	6日後
PP2118	3	9	PP2118-A	紅葉いいですね。埼玉の実家の母がガーデニングを始めたいと言っているんですよ。初心者でもできますかね？	私の実家の母が、ガーデニングを始めたいそうです。	2日後_6日後	6日後
PP2118	3	10	PP2118-B	私みたいにおおらかな人間でもできるんだから、お母様もきっと大丈夫ですよ。	私は大らかな人間です。	2日後_6日後	6日後
PP2118	3	11	PP2118-A	あなたにそう言ってもらえると心強いです。母が立派な庭を育てられるよう、応援してやって下さい。		2日後_6日後	6日後
PP2118	3	12	PP2118-B	もちろん良いですよ。もしわからないことがあれば、私のほうは仕事はしていないので、いつでもお話聞きますよ。	私は働いていないので、いつでも話が聞けます。	2日後_6日後	6日後
PP2118	4	1	PP2118-A	こんにちは。最近はどう過ごされてますか？		2日後_6日後_7日後	7日後
PP2118	4	2	PP2118-B	今日もガーデニングしてましたよ。今日は暖かくて気持ち良かったです。	私はガーデニングをします。	2日後_6日後_7日後	7日後
PP2118	4	3	PP2118-A	最近天気が良いですもんね。私も天気が良い日は散歩に出たいのですが、道に迷うのがやっぱり怖くって。	私は散歩に出たいです。私は道に迷うのが怖いです。	2日後_6日後_7日後	7日後
PP2118	4	4	PP2118-B	東京は大変そうですね。こちらに越して来たらいいのにって思っちゃいます。		2日後_6日後_7日後	7日後
PP2118	4	5	PP2118-A	本当ですね。やはり東京の道は私には難しすぎます。	私には東京の道が難しいです。	2日後_6日後_7日後	7日後
PP2118	4	6	PP2118-B	わたしも無理かもしれません。田舎に慣れてたら、きっと迷ってしまって仕方ないと思います。		2日後_6日後_7日後	7日後
PP2118	4	7	PP2118-A	そうですよね。そういえばこの前、紅葉樹を育ててみる話を母にしてみたんですよ。	私は紅葉樹を育ててみたいです。	2日後_6日後_7日後	7日後
PP2118	4	8	PP2118-B	えーいいじゃないですか。どういった反応でした？		2日後_6日後_7日後	7日後
PP2118	4	9	PP2118-A	ガーデニングでそんなものまで育てられるんだ？って驚いていました。		2日後_6日後_7日後	7日後
PP2118	4	10	PP2118-B	知らないと驚きますよね。季節が感じられるので本当にオススメですよ。		2日後_6日後_7日後	7日後
PP2118	4	11	PP2118-A	季節が感じられるのは良いですね！母も乗り気だったので、今度園芸ショップに見に行ってみようかと思います。	私は今度園芸ショップに行ってみる予定です。	2日後_6日後_7日後	7日後
PP2118	4	12	PP2118-B	楽しそうですね！迷わないようお気を付けて！		2日後_6日後_7日後	7日後
PP2118	5	1	PP2118-A	こんばんは。今日、少し時間が出来たので、園芸ショップに見に行ってきました。		2日後_6日後_7日後_6時間後	6時間後
PP2118	5	2	PP2118-B	いいですね！いいものは見つかりましたか？		2日後_6日後_7日後_6時間後	6時間後
PP2118	5	3	PP2118-A	紅葉樹を見に行ったのに、思わずかわいくて多肉を買って帰ってきちゃいました。		2日後_6日後_7日後_6時間後	6時間後
PP2118	5	4	PP2118-B	ああ、あれは確かに可愛いですよね！帰り道は大丈夫でしたか？		2日後_6日後_7日後_6時間後	6時間後
PP2118	5	5	PP2118-A	それが、やっぱり迷子になってしまって、仕方ないのでそのまま埼玉の母の家にタクシーで行ってきました。		2日後_6日後_7日後_6時間後	6時間後
PP2118	5	6	PP2118-B	あはは、そうなんですね。東京の道はまだまだ難易度が高そうですね！		2日後_6日後_7日後_6時間後	6時間後
PP2118	5	7	PP2118-A	方向音痴が直る日はまだ遠そうです。ただ、東京は私の育った埼玉と違って、すぐタクシーが拾えるということに感動しました！		2日後_6日後_7日後_6時間後	6時間後
PP2118	5	8	PP2118-B	確かに東京ってタクシーがたくさん走っているイメージです。私の住んでいるところも、ほとんどタクシーを見ることありませんよ。		2日後_6日後_7日後_6時間後	6時間後
PP2118	5	9	PP2118-A	ふつうそうですよね！タクシーに乗っている最中、天気も崩れてきて雷も鳴ってきたので、迷子になってむしろ幸いだったかもしれません。		2日後_6日後_7日後_6時間後	6時間後
PP2118	5	10	PP2118-B	突然の雨って困りますよね。東京ってゲリラ豪雨っていうの？ああいうのが多い感じがします。		2日後_6日後_7日後_6時間後	6時間後
PP2118	5	11	PP2118-A	はい！まさにそれで、今までは迷子だけでなく突然の雷が怖いのもあって外出を控えていましたが、タクシーという逃げ道があるので気軽に外に出れそうです。		2日後_6日後_7日後_6時間後	6時間後
PP2118	5	12	PP2118-B	それはよかった！お出かけ楽しんでくださいね！		2日後_6日後_7日後_6時間後	6時間後
PP2138	1	1	PP2138-A	こんにちは、私は鳥取に住む会社員です。最近お取り寄せにはまっていて、全国のおいしい物を自宅で堪能しています。あまたは、何かはまっている事はありますか？	私は鳥取在住の会社員です。お取り寄せにハマっています。		
PP2138	1	2	PP2138-B	わたしはこのくせっ毛をどうまっすぐにするかに没頭していますね。	私は癖っ毛を真っ直ぐにする事に専念しています。		
PP2138	1	3	PP2138-A	私の妹もくせっ毛で、縮毛矯正やったらキレイになったので、どうですかね？	私は縮毛矯正をおすすめします。		
PP2138	1	4	PP2138-B	縮毛矯正で綺麗になられたんですね！羨ましいなぁ！わたしはどうも縮毛矯正だと紙がぺったりとなり過ぎるんですよ。困りました。	私は縮毛矯正ではボリュームが落ち過ぎてしまいます。		
PP2138	1	5	PP2138-A	それは、困りましたね。私は女性で子供の頃から肥満体型なのが今一番の悩みです。何かいいダイエット方法はありませんか？	私は女性です。私はダイエット方法を知りたいです。		
PP2138	1	6	PP2138-B	わたしは自分で言うのもおかしいですが、我慢強いんです。なので、食事を野菜と鶏肉中心にして、あとはジョギングですね！結構痩せますよ！	私は野菜中心の食事にしています。私は運動もします。		
PP2138	1	7	PP2138-A	我慢強いなんて、羨ましいです。私は、運動が苦手な事もあって余計にダイエットが続かなくって。ダイエットに向いてる食材もありますか？	私は運動が苦手です。私はダイエットが続きません。		
PP2138	1	8	PP2138-B	わたしの経験で言わせてもらうと、鶏のササミはお勧めですよ。あとは、夜の炭水化物を極力摂らないことくらいでしょうか。あ、わたしみたいに寝不足はダイエットの敵ですよ！	私は鶏のササミを食べて痩せました。私は睡眠を十分とりました。		
PP2138	1	9	PP2138-A	鶏肉は、好きなので続けられそうな気がします！私は、仕事柄不規則な生活が大員ですよね。あなたは、お休みのひは何をされますか？	私は鶏肉ならダイエットを続けられそうです。		
PP2138	1	10	PP2138-B	わたしは東日本住みなので、ちょこちょこ色んな街へ出かけてミニ旅行を楽しんでいますよ。	私は東日本在住です。私はミニ旅行を楽しんでいます。		
PP2138	1	11	PP2138-A	ミニ旅行いいですね。どこかおすすめの観光地があったら教えて欲しいです。	私はおすすめの観光地を知りたいです。		
PP2138	1	12	PP2138-B	はい！今新卒で入った会社の社員旅行﨑を探しているところなんです。色々調べて良さそうなところ、お伝えしますね！	私は、会社の社員旅行先を調べています。		
PP2138	2	1	PP2138-A	こんにちは。あなたがオススメしてくれた鶏のササミダイエット、続いていますよ！	私は鶏のササミダイエットをしています。	6日後	6日後
PP2138	2	2	PP2138-B	それは良かった、成果は出ていますか？		6日後	6日後
PP2138	2	3	PP2138-A	相変わらず不規則な生活なので、少しずつですが体重が落ちてきています。ただ、誘惑も多くて。	私は不規則な生活をしています。私は少し体重が減りました。	6日後	6日後
PP2138	2	4	PP2138-B	イベントごとが多い時期は、外食も多いし我慢が必要ですね。私も断れない会食の後は、プチ断食していますよ。	私はプチ断食をする時があります。	6日後	6日後
PP2138	2	5	PP2138-A	断食ですか。わたしの場合、前に注文していたお取り寄せグルメが届いちゃって。見るたびに食べたくなってしまいます。	私はお取り寄せグルメを頼みました。	6日後	6日後
PP2138	2	6	PP2138-B	ご家族とお住まいでしたっけ？もし一人暮らしなら、友だちと一緒に食べたらどうでしょう？		6日後	6日後
PP2138	2	7	PP2138-A	今は一人暮らしです。友達と一緒に食べるの良いですね！そうそう、前にお願いしていた観光地のオススメっていいところありました？	私は1人暮らししています。	6日後	6日後
PP2138	2	8	PP2138-B	この時期だと富士山の近くがおすすめですよ。寒い日は特にきれいに見えて、心が洗われます。温泉もあるんですが、お好きですか？	私は富士山を見ると、心が洗われます。	6日後	6日後
PP2138	2	9	PP2138-A	富士山の近くいいですね。温泉大好きです。疲れてると尚更癒されますよね。	私は温泉が大好きです。	6日後	6日後
PP2138	2	10	PP2138-B	温泉に浸かっていると、日本人でよかったなと思えますね。静岡側に行くと、海の幸も美味しいので楽しめると思いますよ。		6日後	6日後
PP2138	2	11	PP2138-A	海の幸はダイエットに大敵ですね！まあ、旅行の時くらいいいですよね。		6日後	6日後
PP2138	2	12	PP2138-B	旅行中は全部忘れて、楽しんでください！		6日後	6日後
PP2138	3	1	PP2138-A	海の幸のお話をしたら、お腹がすいちゃいました。こんな時間に食べたらまた太るかなぁ？	私は海の幸の話をして、お腹が空いています。	6日後_5時間後	5時間後
PP2138	3	2	PP2138-B	ダイエットしてたんじゃなかったでしたっけ？		6日後_5時間後	5時間後
PP2138	3	3	PP2138-A	ダイエット中です。鶏ささみ、美味しいんですけどお口が寂しいんです。	私はダイエット中で、鶏ささみを食べています。	6日後_5時間後	5時間後
PP2138	3	4	PP2138-B	低カロリーですからね。かと言って、他のを食べてしまったら元も子もないので、食べること以外で気をそらしてみては？		6日後_5時間後	5時間後
PP2138	3	5	PP2138-A	旅行の話も結局美味しいもののこと考えちゃって。わたしってなんてダメなんだろう。あなたはダイエット中は食べたい欲求って我慢できますか？	私は旅行の話をしても、美味しい物の事を考えてしまいます。	6日後_5時間後	5時間後
PP2138	3	6	PP2138-B	プチ断食するときは、初日は我慢強い私でもさすがに結構キツイですね。	私は我慢強いですが、プチ断食の初日はキツイです。	6日後_5時間後	5時間後
PP2138	3	7	PP2138-A	プチ断食？すごいですね。私には無理かも。やっぱり運動もするべきなのかな。	私はプチ断食は無理です。	6日後_5時間後	5時間後
PP2138	3	8	PP2138-B	運動いいですよ。私は、外に出て軽くジョギングすると食べたい気分が抜けますね。	私は食べたい気分をなくすため、ジョギングをしています。	6日後_5時間後	5時間後
PP2138	3	9	PP2138-A	なるほど！肥満体型にジョギングはダメそうなので、わたしはウォーキングから始めてみることにします。	私は肥満体型なので、ウォーキングから始めてみます。	6日後_5時間後	5時間後
PP2138	3	10	PP2138-B	良いと思います。ただ、プチ断食中は特に目が冴えちゃって、寝不足に拍車がかかるのが厄介です。	私はプチ断食をすると、目が冴えて寝不足になります。	6日後_5時間後	5時間後
PP2138	3	11	PP2138-A	もともと寝不足って言ってましたもんね。今夜はお互いぐっすり眠れるといいですね。		6日後_5時間後	5時間後
PP2138	3	12	PP2138-B	ほんとに。寝る前にお湯を飲んで、少し腹を膨らましたら、空腹を忘れて寝れるかもです。	私は空腹を忘れて寝るために、お湯を少し飲んでみます。	6日後_5時間後	5時間後
PP2138	4	1	PP2138-A	先日あなたに教えてもらった、寝る前にお湯を飲む対策、やってみましたよ。		6日後_5時間後_2日後	2日後
PP2138	4	2	PP2138-B	良い感じにお腹膨れました？		6日後_5時間後_2日後	2日後
PP2138	4	3	PP2138-A	はい！おかげで、あまり空腹に悩まされることなく眠りに就くことができました。ありがとうございます！		6日後_5時間後_2日後	2日後
PP2138	4	4	PP2138-B	良かったです。鶏のささみダイエットもまだ続けてるんですか？		6日後_5時間後_2日後	2日後
PP2138	4	5	PP2138-A	はい、相変わらず鶏のささみを食べています。でも、味付けにアレンジを加えるようになりました。	私は鶏のささみに味付けしてアレンジしています。	6日後_5時間後_2日後	2日後
PP2138	4	6	PP2138-B	いいじゃないですか。どんな味付けですか？		6日後_5時間後_2日後	2日後
PP2138	4	7	PP2138-A	お取り寄せしたスパイスがあるんですけど、それをかけるとフライドチキンみたいな味になるんです。		6日後_5時間後_2日後	2日後
PP2138	4	8	PP2138-B	へえー。スパイスだけなら低カロリーでいいじゃないですか！しかもフライドチキンのような味！		6日後_5時間後_2日後	2日後
PP2138	4	9	PP2138-A	そうなんですよ！揚げてないのに味は一緒で、ビックリしました。あなたにも、今度、そのスパイス、紹介しますね。		6日後_5時間後_2日後	2日後
PP2138	4	10	PP2138-B	嬉しいです。もしハマったら、我慢強い性格だから、ずっと同じ味で満足できちゃうかも。	私は我慢強い性格で、同じ味でも満足できそうです。	6日後_5時間後_2日後	2日後
PP2138	4	11	PP2138-A	私もハマっているところなので、あなたもハマってしまうと思います。楽しみにしていてくださいね。		6日後_5時間後_2日後	2日後
PP2138	4	12	PP2138-B	ありがとうございます。		6日後_5時間後_2日後	2日後
PP2138	5	1	PP2138-A	いま、あなたに紹介するスパイスのことで、すこし調べてみたんですよ。		6日後_5時間後_2日後_6時間後	6時間後
PP2138	5	2	PP2138-B	え、嬉しい！教えてもらっていいですか？		6日後_5時間後_2日後_6時間後	6時間後
PP2138	5	3	PP2138-A	そしたら、脂肪燃焼効果もあるってお取り寄せしたサイトに書いてあったんです！		6日後_5時間後_2日後_6時間後	6時間後
PP2138	5	4	PP2138-B	脂肪燃焼効果！？それは俄然興味が湧いてきました。		6日後_5時間後_2日後_6時間後	6時間後
PP2138	5	5	PP2138-A	ささみとダブル効果で、私みたいに結構な肥満体型の人でも、痩せられそうですよね？		6日後_5時間後_2日後_6時間後	6時間後
PP2138	5	6	PP2138-B	たしかに。美味しく食べて、健康にも良さそうだから私もやってみようかな。		6日後_5時間後_2日後_6時間後	6時間後
PP2138	5	7	PP2138-A	味もハマるので、どんどん痩せられそうです。あとは、不規則な生活を治す方法を考えなきゃ。		6日後_5時間後_2日後_6時間後	6時間後
PP2138	5	8	PP2138-B	それは大事ですね。私も相変わらず寝不足気味で。なんとかしなきゃなと思ってるんですよ。		6日後_5時間後_2日後_6時間後	6時間後
PP2138	5	9	PP2138-A	相変わらずなんですね。お仕事は有給休暇はとれないんですか？		6日後_5時間後_2日後_6時間後	6時間後
PP2138	5	10	PP2138-B	有給休暇が取れる雰囲気じゃないんですよね。上司が厳しいもんでね。		6日後_5時間後_2日後_6時間後	6時間後
PP2138	5	11	PP2138-A	わあ、私だったら、ストレスで暴飲暴食に走りそうです。何日か前に仰ってた社員旅行にもその上司、来るんですか？		6日後_5時間後_2日後_6時間後	6時間後
PP2138	5	12	PP2138-B	来る来る！変なことしたら怒られるから、今からヒヤヒヤしてるよ。		6日後_5時間後_2日後_6時間後	6時間後
PP2154	1	1	PP2154-A	やあ！元気してた？	私はあなたが元気か知りたいです。		
PP2154	1	2	PP2154-B	元気ですよー。最近泳いでばかりいます！	私は元気です。私は水泳をたくさんしています。		
PP2154	1	3	PP2154-A	すごい！私は関東にいるんだけど、得意な餃子ばかり作ってるよ。	私は関東在住です。餃子作りが得意です。		
PP2154	1	4	PP2154-B	餃子作れるの？すごいですね。わたしは餃子といえばビール！あなたはどうですか？	私は餃子にはビールが合うと思います。		
PP2154	1	5	PP2154-A	同じだよ～。欠かせないよね。寄ったら姿勢が悪くなるのをどうにかせねば。	私は酔うと姿勢が悪くなるのを直したいです。		
PP2154	1	6	PP2154-B	一体どんな酒癖ですか！わたしは笑い上戸なので、酔いがさめると喉が渇いています。	私は酔うと笑いすぎて喉が渇きます。		
PP2154	1	7	PP2154-A	あはは。人によって違うから面白いね。	私は人によって様々な良い方をするのが面白いと思います。		
PP2154	1	8	PP2154-B	あなたは仕事は順調ですか？わたしは最近はリモートワークが多くって。	私は最近リモワが多いです。		
PP2154	1	9	PP2154-A	大学院を卒業したばかりだから大変だよ。でも努力家なんで、なんとかがんばるよ！	私は大学院を卒業したばかりで大変です。私は努力家です。		
PP2154	1	10	PP2154-B	これから就職なんて大変な時期にかかってしまいましたねー。わたしは大手電機メーカーだけどどうなるかは分かりませんよ。	私は大手電機メーカー勤務です。私は将来がわかりません。		
PP2154	1	11	PP2154-A	何が起こるか分からない時代だからね。	私は何が起こるかわからない時代だと思っています。		
PP2154	1	12	PP2154-B	そうですよ。今できることを頑張る！これしかないですね。	私は今できる事を頑張るしかないと思っています。		
PP2154	2	1	PP2154-A	さっきぶりー。今晩は手作り餃子を食べたよ。ビール飲みすぎちゃった。	私は晩ご飯で餃子とビールを取りました。	5時間後	5時間後
PP2154	2	2	PP2154-B	餃子とビールは鉄板ですね。今日の具材はなんだったんですか？		5時間後	5時間後
PP2154	2	3	PP2154-A	キャベツとニラをたっぷり入れたよ！最近はチーズ入れるのにもハマってる。	私はチーズ入り餃子にハマってます。	5時間後	5時間後
PP2154	2	4	PP2154-B	美味しそう！私は夕飯にカップ?でした。仕事が終わらなくて。	私は晩ご飯でカップ麺を食べました。	5時間後	5時間後
PP2154	2	5	PP2154-A	お疲れ様です。ビールはなしかい？		5時間後	5時間後
PP2154	2	6	PP2154-B	明日納期の仕事があって朝早いから、今日は飲めないかな。尊敬する松下幸之助先生を目指して、がんばるよ！	私は明日納期の仕事があります。	5時間後	5時間後
PP2154	2	7	PP2154-A	わー大変だねー。わたしも努力家だから、努力家な人はすごく応援したくなるよ！今度ご飯ご馳走するよ！	私は努力家です。私は努力家を応援します。	5時間後	5時間後
PP2154	2	8	PP2154-B	わー嬉しいです！是非お得意の餃子食べさせてください。シソ餃子だと嬉しいです。	私はシソ餃子が好きです。	5時間後	5時間後
PP2154	2	9	PP2154-A	シソ餃子か！そのアイデアもらったわ！もうわたし以外の手作り餃子食べられなくなるかもよ。		5時間後	5時間後
PP2154	2	10	PP2154-B	あなたの手料理目指して、仕事頑張ります！でもあなたも大学院卒業したから、忙しいんじゃないですか？		5時間後	5時間後
PP2154	2	11	PP2154-A	あ、そうだったー。まだまだ餃子パーティーは先になりそうだな。		5時間後	5時間後
PP2154	2	12	PP2154-B	食べれるの楽しみに、しばらくは仕事がんばります。		5時間後	5時間後
PP2154	3	1	PP2154-A	そういえばさ、泳いでるって言ってたけどジムでも通っているの？		5時間後_3日後	3日後
PP2154	3	2	PP2154-B	そうですよ！数年前から近所のジムのプールに通ってます。	私は数年前から、ジムのプールに通っています。	5時間後_3日後	3日後
PP2154	3	3	PP2154-A	結構長いこと通っているんだね！何か目的でもあるの？		5時間後_3日後	3日後
PP2154	3	4	PP2154-B	尊敬する松下幸之助先生が、運動することも勧めていたと知ったんで、近所でジムを探したんです。	私は尊敬する松下幸之助のおかげで、ジムで運動しています。	5時間後_3日後	3日後
PP2154	3	5	PP2154-A	松下幸之助さんを尊敬しているんだ。ところでさ、ジムに通うと姿勢の矯正に繋がるかな？		5時間後_3日後	3日後
PP2154	3	6	PP2154-B	絶対繋がります！実は、コンプレックスだったなで肩も、少しずつ改善してきてるような気がするんですよね。	私のなで肩も、ジム通いで改善しています。	5時間後_3日後	3日後
PP2154	3	7	PP2154-A	すごい！コツコツ続けることが大切なんですね。努力することだけは得意だから、姿勢が直るようにわたしもジム通いしてみようかな。	私は努力が得意で、姿勢を治すためにジムに通ってみたいです。	5時間後_3日後	3日後
PP2154	3	8	PP2154-B	良いと思いますよ。ジムの中でも、プールは本当にオススメなんです。	私はジムの中でも、プールをオススメします。	5時間後_3日後	3日後
PP2154	3	9	PP2154-A	そうなの？てっきりマシンで運動するのが一番効果的なのかと思ってた。	私はマシンで運動することが、効果的と思っていました。	5時間後_3日後	3日後
PP2154	3	10	PP2154-B	プールは全身運動だし、何よりプールの匂いって、なんか懐かしい気分になれるから気持ちのリフレッシュにもなるんですよ。	私はプールは全身運動で、匂いも懐かしくリフレッシュできます。	5時間後_3日後	3日後
PP2154	3	11	PP2154-A	確かにプール匂いって何か落ち着くよね。童心を思い出すっていうか。	私はプールの匂いが落ち着くし、童心を思い出します。	5時間後_3日後	3日後
PP2154	3	12	PP2154-B	そう！分かってくれる人が居て嬉しいです！		5時間後_3日後	3日後
PP2154	4	1	PP2154-A	あれから、近所のジムについて調べてみたよ。	私は近所のジムについて調べています。	5時間後_3日後_2日後	2日後
PP2154	4	2	PP2154-B	近所にあるんだ。いいですね！プール付きのところですか？		5時間後_3日後_2日後	2日後
PP2154	4	3	PP2154-A	うん、プールあった！あとは会費の問題かな。		5時間後_3日後_2日後	2日後
PP2154	4	4	PP2154-B	高い所は高いですからねー。月額制？		5時間後_3日後_2日後	2日後
PP2154	4	5	PP2154-A	そうみたい。大学院を卒業して、仕事始めたばかりだから、まだ給料も安いし。それさえクリアすれば行けるかな。	私は大学院を卒業して、仕事を始めたばかりです。	5時間後_3日後_2日後	2日後
PP2154	4	6	PP2154-B	あーそれはまだ厳しいですねー。日額で500円のところとか近くにないんですか？		5時間後_3日後_2日後	2日後
PP2154	4	7	PP2154-A	そんなところがあるの？それだったら行けるかも。		5時間後_3日後_2日後	2日後
PP2154	4	8	PP2154-B	数年前にずっとプールに通う！って決める前はお試しでそういうところにもよく行ってたんですよ。	私は数年前にずっとプールに通うことを決めました。	5時間後_3日後_2日後	2日後
PP2154	4	9	PP2154-A	そうだったんだね。お試しは必要だよね。私もそういう所が良いな。		5時間後_3日後_2日後	2日後
PP2154	4	10	PP2154-B	関東に住んでるんですもんね。ならきっとたくさんそういう所ありますよ！		5時間後_3日後_2日後	2日後
PP2154	4	11	PP2154-A	本当？じゃぁちょっと後で探してみるね。		5時間後_3日後_2日後	2日後
PP2154	4	12	PP2154-B	いいところ見つかるといいですね。		5時間後_3日後_2日後	2日後
PP2154	5	1	PP2154-A	こんにちは！近所で体験やってるジム、見つかりました！		5時間後_3日後_2日後_6日後	6日後
PP2154	5	2	PP2154-B	いいですね！良さそうなところなんですか？		5時間後_3日後_2日後_6日後	6日後
PP2154	5	3	PP2154-A	うん、プールが広くて、1日体験で入れるみたい。		5時間後_3日後_2日後_6日後	6日後
PP2154	5	4	PP2154-B	プールが広いのはいいですね！伸び伸び泳げて、リラックスできそうです。		5時間後_3日後_2日後_6日後	6日後
PP2154	5	5	PP2154-A	そうなの。だけど、申し込みに行こうかなって思って、はたと、今度は水着がないことに気づいちゃった。		5時間後_3日後_2日後_6日後	6日後
PP2154	5	6	PP2154-B	最近のジムって水着販売しているところも多いから、現地で調達するのもありかも？		5時間後_3日後_2日後_6日後	6日後
PP2154	5	7	PP2154-A	なるほど！水着着るの、大学の院に入る前の学部卒業の時以来だから何年ぶりだろう。緊張するー。		5時間後_3日後_2日後_6日後	6日後
PP2154	5	8	PP2154-B	わかるわかる。私も最初はなで肩が丸見えなのが嫌で、水着着るの躊躇したな。		5時間後_3日後_2日後_6日後	6日後
PP2154	5	9	PP2154-A	私は姿勢が悪いから、すごくスタイル悪く見えるんだよー。やっぱ恥ずかしいなー		5時間後_3日後_2日後_6日後	6日後
PP2154	5	10	PP2154-B	プールで体を動かすと、姿勢の悪さも改善するかも？お互いコンプレックス解消できるように頑張ろう！		5時間後_3日後_2日後_6日後	6日後
PP2154	5	11	PP2154-A	そうだね！ジムだし、みんな自分の運動に集中してて、私のことなんて目に入らないよね！		5時間後_3日後_2日後_6日後	6日後
PP2154	5	12	PP2154-B	そうそう！周りは気にせず。楽しんで通えるといいよね。		5時間後_3日後_2日後_6日後	6日後
PP2216	1	1	PP2216-A	こんにちは！今日も何もない一日だった。ドラッグストアだしね。	私はドラッグストア勤務です。私は今日は仕事は平和でした。		
PP2216	1	2	PP2216-B	そうなのね。わたしも今日はお客さんが少なくてね。まぁセラピストも暇なもんだね。	私はセラピストです。私は今日は仕事が暇でした。		
PP2216	1	3	PP2216-A	そうなの？あれ？コロナ？	私はあなたの仕事がコロナを影響を受けているか知りたいです。		
PP2216	1	4	PP2216-B	そうそう、その影響もあるみたい。せっかくお客さんといっぱい話せて聞き上手のスキルも生かせるのに。コロナいつ終息するのかしら食べ歩きしたいのにできないな。	私は仕事で自分のスキルを活かしたいです。		
PP2216	1	5	PP2216-A	そうなんだ！わたしもいつ栃木に帰省できるやら。	私は栃木に帰省したいです。		
PP2216	1	6	PP2216-B	あら、じゃあ両親にはあえてないのね！それは大変だわ	私はご両親に会えないあなたを心配します。		
PP2216	1	7	PP2216-A	そうなんですよ！家でネットばっかり見てる。	私は家でネットばかり見ています。		
PP2216	1	8	PP2216-B	最近ネットも発達しているわよね。家事はしていないの？	私はあなたが家事をしないか気になります。		
PP2216	1	9	PP2216-A	今ルームシェアでね。結構みんなで作って食べるよ。	私はルームシェアをしています。		
PP2216	1	10	PP2216-B	それは楽しそうね！わたしもしているのだけど猫舌で味見が難しいわ。	私は猫舌です。私は自炊をします。		
PP2216	1	11	PP2216-A	ははは！冷めてから味見っていうのもな。でも塩味って冷めた方が濃く感じるから冷たいものを食べる方が身体にはいいかも！	私は減塩には冷えた食事の方がいいと思います。		
PP2216	1	12	PP2216-B	そうなのね！まぁ料理はおいしければいいわよね！	私は美味しい料理が好きです。		
PP2216	2	1	PP2216-A	久しぶり！今日は仕事だったかい？		7日後	7日後
PP2216	2	2	PP2216-B	今日はリモートで患者さんを診たよ。最近のテクノロジーはすごいよね。	私はリモートで患者を診察しました。	7日後	7日後
PP2216	2	3	PP2216-A	リモートでか！リモートでも、セラピーって満足できるの？		7日後	7日後
PP2216	2	4	PP2216-B	未だコロナが不安な人もいるからね。誰かに話すだけでも、患者さんは安心できるみたい。あなたも何か不安なことがあったら、相談してね。		7日後	7日後
